"care_type","created_at","dashboard_viewed","how_did_you_hear_about_us","last_logged_in_at","location_id","provider_type","registered","state","type","updated_at","user_id","messages_sent_count","read_messages_count","scam_received_count","incident_type","corporate_user","sc_test_account","first_evaluated_photo_created_at","first_photo_accepted_at","first_bgc_purchase","email_verification_status"
19165974,"2021-09-16","TRUE",NA,"2021-09-16",9565,"nanny",TRUE,1,"Account::Provider",2021-09-16,"2f327109-b455-5f07-8d60-a885c3cb9b25",NA,NA,NA,NA,FALSE,"FALSE",2021-09-16,2021-09-17,NA,NA
18574341,"2021-01-10","TRUE",NA,"2021-01-12",52081,NA,TRUE,1,"Account::Seeker",2021-01-12,"8e915a26-a512-579c-8523-8235b241f264",NA,NA,1,NA,FALSE,"FALSE",NA,NA,NA,NA
18629383,"2021-01-31","TRUE",NA,"2021-04-29",22824,"babysitter",TRUE,1,"Account::Provider",2021-04-29,"8b3c0942-d131-57e0-bf4f-937c2dba6c81",5,3,1,NA,FALSE,"FALSE",2021-02-09,2021-02-09,NA,NA
18624344,"2021-01-29","TRUE",NA,"2021-02-16",75485,NA,TRUE,1,"Account::Seeker",2021-02-16,"124e1152-f025-599c-a751-01acb538fd84",NA,NA,1,NA,FALSE,"FALSE",NA,NA,NA,NA
18672898,"2021-02-18","TRUE",NA,"2021-02-18",76611,NA,TRUE,1,"Account::Seeker",2021-02-18,"461e829b-b17f-5700-baba-d0a93a17bf4a",NA,NA,NA,NA,TRUE,"FALSE",2021-02-18,2021-02-19,NA,NA
18813730,"2021-04-20","TRUE",NA,"2021-07-01",67082,"nanny",TRUE,1,"Account::Provider",2021-07-01,"c1359225-798d-56b7-adb8-fd545d434b70",NA,NA,0,NA,FALSE,"FALSE",2021-04-20,2021-04-20,NA,NA
18762907,"2021-03-27","TRUE",NA,"2021-03-27",75944,"housekeeping",TRUE,1,"Account::Provider",2021-03-27,"d8c70215-7e9f-51b7-b002-78bfce227ac8",NA,NA,NA,NA,FALSE,"FALSE",2021-03-27,2021-03-28,NA,NA
18708792,"2021-03-04","TRUE",NA,"2021-03-04",27337,"nanny",TRUE,1,"Account::Provider",2021-03-04,"59211995-da57-5e9d-81c4-c3e2d6f0d032",1,0,1,NA,FALSE,"FALSE",2021-03-04,2021-03-04,NA,NA
19042819,"2021-07-31","TRUE",NA,"2021-08-01",27434,"pet_care",TRUE,1,"Account::Provider",2021-08-01,"e5d478b2-baa8-567f-909f-4acad517e6c3",NA,NA,NA,NA,FALSE,"FALSE",2021-07-31,2021-07-31,NA,NA
18852917,"2021-05-08","TRUE",NA,"2021-05-08",65350,NA,TRUE,1,"Account::Seeker",2021-05-08,"d94718a8-275b-590b-8de6-7bb4b6f481b1",NA,NA,1,NA,FALSE,"FALSE",NA,NA,NA,NA
18924899,"2021-06-14","TRUE",NA,"2021-07-16",43244,"nanny",TRUE,1,"Account::Provider",2021-07-16,"83563882-7151-5f17-9bc7-5b919cf8994f",2,0,NA,NA,FALSE,"FALSE",2021-06-14,2021-06-14,NA,NA
18957820,"2021-06-27","TRUE",NA,"2021-10-01",72444,"babysitter",TRUE,1,"Account::Provider",2021-10-01,"fb548746-5252-58cf-b518-8dd0d0eeb639",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18900326,"2021-06-03","TRUE",NA,"2021-06-03",78395,NA,TRUE,1,"Account::Seeker",2021-06-03,"829864a6-19b3-5b1a-b811-4119355da3a8",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18689942,"2021-02-25","TRUE",NA,"2021-02-25",65934,"babysitter",TRUE,1,"Account::Provider",2021-02-25,"643edbbf-0c97-5914-8336-bbb553aefd18",NA,NA,NA,NA,FALSE,"FALSE",2021-02-25,2021-02-25,NA,NA
18831777,"2021-04-27","TRUE",NA,"2021-04-29",51761,"nanny",TRUE,1,"Account::Provider",2021-04-29,"45eebdcc-d5d6-572f-9e4b-e2e3b81927c7",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19019957,"2021-07-21","TRUE",NA,"2021-07-21",7432,"babysitter",TRUE,1,"Account::Provider",2021-07-21,"a5b839da-873c-5c98-862a-64381be0f4af",2,1,NA,NA,FALSE,"FALSE",2021-07-21,2021-07-21,NA,NA
18874590,"2021-05-21","TRUE",NA,"2021-08-27",7944,NA,TRUE,1,"Account::Seeker",2021-08-27,"f2d67dba-5e62-5797-b409-b0b7eb1edbf2",26,23,1,NA,FALSE,"FALSE",2021-05-21,2021-05-21,NA,NA
18919699,"2021-06-11","TRUE",NA,"2021-06-11",52439,NA,TRUE,1,"Account::Seeker",2021-06-11,"ff0acda5-2a02-525c-9d75-681d57a661d8",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19071849,"2021-08-10","TRUE",NA,"2021-10-29",75416,"nanny",TRUE,1,"Account::Provider",2021-10-29,"ec3872b3-221b-5c8f-8070-69c589929f4a",1,0,0,NA,FALSE,"FALSE",2021-08-10,2021-08-10,NA,NA
19091404,"2021-08-17","TRUE",NA,"2021-08-18",73295,"nanny",TRUE,1,"Account::Provider",2021-08-18,"eccb1c65-301c-5868-8972-2d8bf56addab",NA,NA,NA,NA,FALSE,"FALSE",2021-08-17,2021-08-17,NA,NA
18762907,"2021-03-27","TRUE",NA,"2021-03-27",75944,"housekeeping",TRUE,1,"Account::Provider",2021-03-27,"d8c70215-7e9f-51b7-b002-78bfce227ac8",NA,NA,NA,NA,FALSE,"FALSE",2021-03-27,2021-03-28,NA,NA
18672460,"2021-02-18","TRUE",NA,"2021-02-22",30012,"babysitter",TRUE,1,"Account::Provider",2021-02-22,"37d35b58-fc3a-5b31-9c95-bf677c7d37bd",2,0,NA,NA,FALSE,"FALSE",2021-02-19,2021-02-20,NA,NA
19024685,"2021-07-23","TRUE",NA,"2021-08-28",66188,"babysitter",TRUE,1,"Account::Provider",2021-08-28,"b6b71966-65a5-566b-96ef-dd6c13d0a420",2,2,NA,NA,FALSE,"FALSE",2021-07-25,2021-07-25,NA,NA
18613240,"2021-01-25","TRUE",NA,"2021-04-30",52377,NA,TRUE,1,"Account::Seeker",2021-04-30,"236701a3-9e57-505a-bd9a-0f697b233f38",8,7,1,NA,FALSE,"FALSE",NA,NA,NA,NA
19248957,"2021-10-27","TRUE",NA,"2021-10-27",31767,"babysitter",TRUE,1,"Account::Provider",2021-10-27,"da93da5d-938e-5ba9-b433-b25a224c2c9a",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18785452,"2021-04-07","TRUE",NA,"2021-09-10",46362,"babysitter",TRUE,1,"Account::Provider",2021-09-10,"69d13008-279a-52f6-a04d-b29539713dd4",33,21,4,NA,FALSE,"FALSE",2021-04-07,2021-04-07,NA,NA
18972559,"2021-07-02","TRUE",NA,"2021-07-11",30835,NA,TRUE,3,"Account::Seeker",2021-11-04,"86651c83-8a65-528c-b360-6443f9b81c08",15,1,2,NA,FALSE,"FALSE",NA,NA,NA,NA
18551239,"2021-01-02","TRUE",NA,"2021-02-27",74461,NA,TRUE,1,"Account::Seeker",2021-02-27,"ce0fe0d8-dacf-55a5-a54a-6259de90f4fc",NA,NA,3,NA,FALSE,"FALSE",2021-01-11,2021-01-12,NA,NA
18593075,"2021-01-18","TRUE",NA,"2021-01-28",20182,"babysitter",TRUE,1,"Account::Provider",2021-01-28,"439dda0c-5bcd-549f-aa47-fe365a98c751",2,1,NA,NA,FALSE,"FALSE",2021-01-18,2021-01-22,NA,NA
19024601,"2021-07-23","TRUE",NA,"2021-08-16",62839,NA,TRUE,1,"Account::Seeker",2021-08-16,"a31666ab-4ec9-5be4-ae94-32ac37a8cdd8",10,10,6,NA,TRUE,"FALSE",NA,NA,NA,NA
18913466,"2021-06-09","TRUE",NA,"2021-06-09",24835,NA,TRUE,1,"Account::Seeker",2021-06-09,"9054bf57-36f5-5528-a253-2290758e8e0c",NA,NA,NA,NA,TRUE,"FALSE",NA,NA,NA,NA
19212596,"2021-10-09","TRUE",NA,"2021-10-14",59253,"babysitter",TRUE,1,"Account::Provider",2021-10-14,"fecffed6-1a40-570b-83ae-4b5e351de31b",NA,NA,NA,NA,FALSE,"FALSE",2021-10-10,2021-10-10,NA,NA
18812303,"2021-04-19","TRUE",NA,"2021-08-16",74756,"babysitter",TRUE,1,"Account::Provider",2021-08-16,"0f0c8df8-2501-5b53-8ec1-e255f22259e7",1,0,NA,NA,FALSE,"FALSE",2021-04-19,2021-04-20,NA,NA
18574845,"2021-01-10","TRUE",NA,"2021-01-11",67488,NA,TRUE,1,"Account::Seeker",2021-01-11,"f09a28ae-b58a-5336-ad9f-30e11247af26",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19026634,"2021-07-24","TRUE",NA,"2021-08-03",54926,NA,TRUE,1,"Account::Seeker",2021-08-03,"ba3b82da-e4ba-5a80-8de8-05e3018adaf4",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18827996,"2021-04-26","TRUE",NA,"2021-04-26",62865,"babysitter",TRUE,1,"Account::Provider",2021-04-26,"e4a5da58-98a6-5b19-9f29-08c9041b1683",NA,NA,NA,NA,FALSE,"FALSE",2021-04-26,2021-04-26,NA,NA
18812303,"2021-04-19","TRUE",NA,"2021-08-16",74756,"babysitter",TRUE,1,"Account::Provider",2021-08-16,"0f0c8df8-2501-5b53-8ec1-e255f22259e7",1,0,NA,NA,FALSE,"FALSE",2021-04-19,2021-04-20,NA,NA
18779085,"2021-04-05","TRUE",NA,"2021-04-05",10696,"babysitter",TRUE,1,"Account::Provider",2021-04-05,"c4b8684e-1b51-5cda-9c71-21c3da990997",NA,NA,NA,NA,FALSE,"FALSE",2021-04-05,2021-04-05,NA,NA
18834075,"2021-04-28","TRUE",NA,"2021-04-28",9890,"babysitter",TRUE,1,"Account::Provider",2021-04-28,"8aadb7ce-8e18-54d4-a611-fc71d5458583",6,3,0,NA,FALSE,"FALSE",2021-04-28,2021-04-29,NA,NA
19017717,"2021-07-21","TRUE",NA,"2021-07-21",48048,"babysitter",TRUE,1,"Account::Provider",2021-07-21,"fd8c57bc-6c57-5909-a569-2249146bc83b",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18557450,"2021-01-04","TRUE",NA,"2021-01-05",63975,"babysitter",TRUE,1,"Account::Provider",2021-01-05,"2eb0a692-2c49-5cf8-86a3-48a5c4885ea7",NA,NA,NA,NA,FALSE,"FALSE",2021-01-05,NA,NA,NA
18572362,"2021-01-09","TRUE",NA,"2021-01-13",7412,"nanny",TRUE,1,"Account::Provider",2021-01-13,"fa243aae-7716-5f62-9268-b171a75ebec7",3,0,NA,NA,FALSE,"FALSE",2021-01-12,2021-01-12,NA,NA
18613240,"2021-01-25","TRUE",NA,"2021-04-30",52377,NA,TRUE,1,"Account::Seeker",2021-04-30,"236701a3-9e57-505a-bd9a-0f697b233f38",8,7,1,NA,FALSE,"FALSE",NA,NA,NA,NA
18699496,"2021-03-01","TRUE",NA,"2021-06-19",22119,NA,TRUE,1,"Account::Seeker",2021-06-19,"a4b89d85-7e37-580c-a478-0e67505ee04a",28,27,8,NA,FALSE,"FALSE",2021-03-01,2021-03-02,NA,NA
19097015,"2021-08-19","TRUE",NA,"2021-08-19",64101,"nanny",TRUE,1,"Account::Provider",2021-08-19,"11df2fe6-873f-5e52-8369-affc66019b8b",NA,NA,0,NA,FALSE,"FALSE",2021-08-19,2021-08-20,NA,NA
18756595,"2021-03-24","TRUE",NA,"2021-07-04",73190,"babysitter",TRUE,1,"Account::Provider",2021-07-04,"a2d52412-44a0-5949-9b04-5fc95ab803b8",7,4,NA,NA,FALSE,"FALSE",2021-05-10,NA,NA,NA
18756522,"2021-03-24","TRUE",NA,"2021-03-25",9578,"pet_care",TRUE,1,"Account::Provider",2021-03-25,"cb75f0d7-be7c-5de6-85ad-77123c1707c7",4,0,NA,NA,FALSE,"FALSE",2021-03-24,NA,NA,NA
19142686,"2021-09-07","TRUE",NA,"2021-09-24",75821,"babysitter",TRUE,1,"Account::Provider",2021-09-24,"4aa74906-c627-5d5b-8abe-1371b48918ea",NA,NA,0,NA,FALSE,"FALSE",2021-09-07,2021-09-07,NA,NA
19204643,"2021-10-05","TRUE",NA,"2021-10-05",70992,"babysitter",TRUE,1,"Account::Provider",2021-10-05,"c3ecabc2-b5ec-5082-beec-1d7c0dd1e571",NA,NA,NA,NA,FALSE,"FALSE",2021-10-05,2021-10-06,NA,NA
18898288,"2021-06-02","TRUE",NA,"2021-09-22",30655,"nanny",TRUE,1,"Account::Provider",2021-09-22,"361f7545-638a-5f9c-ab57-40088a6a5175",30,21,0,NA,FALSE,"FALSE",2021-06-02,2021-06-02,NA,NA
19212596,"2021-10-09","TRUE",NA,"2021-10-14",59253,"babysitter",TRUE,1,"Account::Provider",2021-10-14,"fecffed6-1a40-570b-83ae-4b5e351de31b",NA,NA,NA,NA,FALSE,"FALSE",2021-10-10,2021-10-10,NA,NA
18964779,"2021-06-30","TRUE",NA,"2021-07-22",78517,NA,TRUE,1,"Account::Seeker",2021-07-22,"6a24d22e-2651-5df4-b788-faf6a32eb7f8",NA,NA,0,NA,FALSE,"FALSE",NA,NA,NA,NA
18630500,"2021-02-01","TRUE",NA,"2021-07-08",36702,"nanny",TRUE,1,"Account::Provider",2021-07-08,"1927f507-a4ff-5e40-a59f-2ae3b6cad226",30,23,0,NA,FALSE,"FALSE",2021-02-01,NA,NA,NA
18632828,"2021-02-02","TRUE",NA,"2021-02-02",7814,"babysitter",TRUE,1,"Account::Provider",2021-02-02,"4c5b4ab6-8b5a-5e3c-b546-5a93a9efb84c",NA,NA,NA,NA,FALSE,"FALSE",2021-02-02,2021-02-03,NA,NA
18727478,"2021-03-12","TRUE",NA,"2021-06-12",66596,NA,TRUE,1,"Account::Seeker",2021-06-12,"636fb7ea-1301-5f91-9780-0c3e16098f24",NA,NA,5,NA,FALSE,"FALSE",NA,NA,NA,NA
18689526,"2021-02-25","TRUE",NA,"2021-07-02",4948,NA,TRUE,1,"Account::Seeker",2021-07-02,"1ebe04ef-0a01-57b0-9d44-c25f52e47b05",14,12,6,NA,FALSE,"FALSE",2021-02-26,2021-02-26,NA,NA
18870442,"2021-05-19","TRUE",NA,"2021-05-19",10995,"babysitter",TRUE,1,"Account::Provider",2021-05-19,"f8c32e6d-cde2-5d24-b2c9-f81ee83697e6",NA,NA,0,NA,FALSE,"FALSE",2021-05-19,2021-05-19,NA,NA
18572539,"2021-01-09","TRUE",NA,"2021-01-13",33446,NA,TRUE,1,"Account::Seeker",2021-01-13,"c651f3f9-26f3-547e-9f20-d6803ecbe828",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18778044,"2021-04-04","TRUE",NA,"2021-10-14",77362,"babysitter",TRUE,1,"Account::Provider",2021-10-14,"42ac9846-5b60-53e9-81d8-1c9ebbf59a12",12,7,0,NA,FALSE,"FALSE",2021-04-04,2021-04-04,NA,NA
18670201,"2021-02-17","TRUE",NA,"2021-02-18",51919,"nanny",TRUE,1,"Account::Provider",2021-02-18,"c0820c15-8bf4-59bf-a5dd-a52e9140bd88",2,2,1,NA,FALSE,"FALSE",2021-02-17,2021-02-17,NA,NA
18590253,"2021-01-16","TRUE",NA,"2021-04-09",21823,NA,TRUE,1,"Account::Seeker",2021-04-09,"5c991ff3-9a48-528c-89a0-bb9e4badc903",NA,NA,0,NA,FALSE,"FALSE",2021-01-16,2021-01-16,NA,NA
18750401,"2021-03-22","TRUE",NA,"2021-03-22",59729,NA,TRUE,1,"Account::Seeker",2021-03-22,"25a682ec-da99-5ffa-80f8-0804dea59c8a",NA,NA,NA,NA,TRUE,"FALSE",NA,NA,NA,NA
18778044,"2021-04-04","TRUE",NA,"2021-10-14",77362,"babysitter",TRUE,1,"Account::Provider",2021-10-14,"42ac9846-5b60-53e9-81d8-1c9ebbf59a12",12,7,0,NA,FALSE,"FALSE",2021-04-04,2021-04-04,NA,NA
18796300,"2021-04-12","TRUE",NA,"2021-04-12",78390,NA,TRUE,1,"Account::Seeker",2021-04-12,"4dadc149-e189-5d24-8528-fc366af69648",NA,NA,NA,NA,TRUE,"FALSE",NA,NA,NA,NA
18989747,"2021-07-10","TRUE",NA,"2021-07-10",30764,"nanny",TRUE,1,"Account::Provider",2021-07-10,"ef720b7e-4382-5cf9-a26a-2d6fff64ba1b",NA,NA,NA,NA,FALSE,"FALSE",2021-07-10,2021-07-11,NA,NA
18570339,"2021-01-08","TRUE",NA,"2021-07-20",25276,"nanny",TRUE,1,"Account::Provider",2021-07-20,"422ceb70-eccd-5587-84f7-004678add060",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18859997,"2021-05-12","TRUE",NA,"2021-05-12",22895,"babysitter",TRUE,1,"Account::Provider",2021-05-12,"c99a909f-6585-5b25-8209-eb3ad149d264",NA,NA,NA,NA,FALSE,"FALSE",2021-05-12,2021-05-12,NA,NA
18905059,"2021-06-06","TRUE",NA,"2021-06-06",31837,"companion_care",TRUE,1,"Account::Provider",2021-06-06,"529919ba-9ab0-5812-9ec9-5c4f478a81f2",NA,NA,NA,NA,FALSE,"FALSE",2021-06-06,2021-06-06,NA,NA
18880359,"2021-05-24","TRUE",NA,"2021-05-24",40240,NA,TRUE,1,"Account::Seeker",2021-05-24,"79f65f89-d371-57ea-88c4-f23f4c434a91",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18588004,"2021-01-15","TRUE",NA,"2021-01-15",18592,NA,TRUE,1,"Account::Seeker",2021-01-15,"27b40e12-8d4b-5c69-ba1a-dbd0d5144c7a",NA,NA,NA,NA,TRUE,"FALSE",NA,NA,NA,NA
19283446,"2021-11-15","TRUE",NA,"2021-11-15",20098,"nanny",TRUE,1,"Account::Provider",2021-11-15,"3e22a221-7b2b-528f-982f-4231af245e9f",NA,NA,NA,NA,FALSE,"FALSE",2021-11-15,2021-11-15,NA,NA
19286320,"2021-11-15","TRUE",NA,"2021-11-16",29103,"babysitter",TRUE,1,"Account::Provider",2021-11-16,"245689dc-2eee-5f26-bac5-5cba5b3625a3",1,1,NA,NA,FALSE,"FALSE",2021-11-15,NA,NA,NA
18812571,"2021-04-19","TRUE",NA,"2021-07-23",33196,"babysitter",TRUE,1,"Account::Provider",2021-07-23,"a72e86f3-df7e-507d-bd0e-7bfda1d65053",45,42,0,NA,FALSE,"FALSE",2021-04-19,2021-04-21,NA,NA
18683889,"2021-02-23","TRUE",NA,"2021-03-06",72965,"nanny",TRUE,1,"Account::Provider",2021-03-06,"9a174fac-9894-556e-add2-53c21013de67",6,2,0,NA,FALSE,"FALSE",2021-02-23,2021-02-23,2021-02-23,NA
18554984,"2021-01-04","TRUE",NA,"2021-01-04",25161,"babysitter",TRUE,1,"Account::Provider",2021-01-04,"3192760a-c006-5eba-87e1-3b56b0add78a",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19099970,"2021-08-20","TRUE",NA,"2021-12-02",27359,"nanny",TRUE,1,"Account::Provider",2021-12-02,"59858ca0-1aa5-56a5-bed5-4e275b7b52bf",21,11,0,NA,FALSE,"FALSE",2021-08-21,2021-08-21,NA,NA
19010264,"2021-07-18","TRUE",NA,"2021-07-19",71505,NA,TRUE,1,"Account::Seeker",2021-07-19,"d84e82cf-978c-5b9b-bbc4-28b663d2038d",NA,NA,1,NA,FALSE,"FALSE",NA,NA,NA,NA
18679769,"2021-02-22","TRUE",NA,"2021-02-22",31148,"babysitter",TRUE,1,"Account::Provider",2021-02-22,"e55399ee-887a-50a6-ac40-6d50a3d3cc27",NA,NA,NA,NA,FALSE,"FALSE",2021-02-22,2021-02-22,NA,NA
18826677,"2021-04-26","TRUE",NA,"2021-07-19",73757,"babysitter",TRUE,1,"Account::Provider",2021-07-19,"ea67bde4-9b51-5d68-b674-37446306e0c7",32,24,1,NA,FALSE,"FALSE",2021-04-26,2021-04-26,2021-04-26,NA
19333667,"2021-12-14","TRUE",NA,"2021-12-14",61942,"babysitter",TRUE,1,"Account::Provider",2021-12-14,"e987a6b3-dced-5cdd-a4e7-7e9184c20989",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18740299,"2021-03-17","TRUE",NA,"2021-03-17",43551,NA,TRUE,5,"Account::Seeker",2021-03-18,"dd1714c5-d55c-5bbe-a3bb-87bf24182ce5",NA,NA,0,"Fraud",FALSE,"FALSE",NA,NA,NA,NA
18859657,"2021-05-12","TRUE",NA,"2021-08-10",75481,"pet_care",TRUE,1,"Account::Provider",2021-08-10,"a6e7805b-2de3-545e-b6c6-e20622e10adb",NA,NA,NA,NA,FALSE,"FALSE",2021-05-12,2021-05-12,2021-05-12,NA
18964847,"2021-06-30","TRUE",NA,"2021-10-03",73456,NA,TRUE,1,"Account::Seeker",2021-10-03,"fed883e1-6748-5fb2-8b08-1520d6d40029",34,30,6,NA,FALSE,"FALSE",NA,NA,NA,NA
18590253,"2021-01-16","TRUE",NA,"2021-04-09",21823,NA,TRUE,1,"Account::Seeker",2021-04-09,"5c991ff3-9a48-528c-89a0-bb9e4badc903",NA,NA,0,NA,FALSE,"FALSE",2021-01-16,2021-01-16,NA,NA
19137172,"2021-09-04","TRUE",NA,"2021-09-04",77845,"companion_care",TRUE,1,"Account::Provider",2021-09-04,"a0e1202a-a7d9-5e47-84df-b5376b3f03c2",1,1,0,NA,FALSE,"FALSE",2021-09-04,2021-09-04,NA,NA
19168925,"2021-09-17","TRUE",NA,"2021-09-17",10701,"nanny",TRUE,1,"Account::Provider",2021-09-17,"096b65a6-0970-597a-8c50-47b54f456d25",NA,NA,NA,NA,FALSE,"FALSE",2021-09-17,2021-09-17,2021-09-17,NA
19091404,"2021-08-17","TRUE",NA,"2021-08-18",73295,"nanny",TRUE,1,"Account::Provider",2021-08-18,"eccb1c65-301c-5868-8972-2d8bf56addab",NA,NA,NA,NA,FALSE,"FALSE",2021-08-17,2021-08-17,NA,NA
18735545,"2021-03-15","TRUE",NA,"2021-03-15",12331,"babysitter",TRUE,1,"Account::Provider",2021-03-15,"5e6e1c8f-c9ef-553f-98e1-44abe874cff9",NA,NA,NA,NA,FALSE,"FALSE",2021-03-15,2021-03-15,NA,NA
18812571,"2021-04-19","TRUE",NA,"2021-07-23",33196,"babysitter",TRUE,1,"Account::Provider",2021-07-23,"a72e86f3-df7e-507d-bd0e-7bfda1d65053",45,42,0,NA,FALSE,"FALSE",2021-04-19,2021-04-21,NA,NA
18602830,"2021-01-21","TRUE",NA,"2021-09-25",72765,NA,TRUE,1,"Account::Seeker",2021-09-25,"5c06b204-22bb-5070-a1bc-9a66e2116526",15,15,10,NA,FALSE,"FALSE",NA,NA,NA,NA
19067637,"2021-08-09","TRUE",NA,"2021-08-09",27011,"babysitter",TRUE,1,"Account::Provider",2021-08-09,"58876450-fbf9-57c9-859e-27912390cfe3",4,2,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19192089,"2021-09-28","TRUE",NA,"2021-09-28",73594,"babysitter",TRUE,1,"Account::Provider",2021-09-28,"bf71a5b1-3149-56e8-bded-04ab98bb88af",1,0,NA,NA,FALSE,"FALSE",2021-09-28,2021-09-30,NA,NA
18704737,"2021-03-03","TRUE",NA,"2021-03-06",72043,NA,TRUE,1,"Account::Seeker",2021-03-06,"4f065e0e-aaa4-53a4-bc09-25c31d0bde4a",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
18654799,"2021-02-10","TRUE",NA,"2021-04-03",74904,"babysitter",TRUE,1,"Account::Provider",2021-04-03,"c2df262c-6d5d-5009-99a7-e1f3b0286ab8",7,3,0,NA,FALSE,"FALSE",2021-02-10,2021-02-11,NA,NA
18557740,"2021-01-04","TRUE",NA,"2021-01-04",28991,NA,TRUE,1,"Account::Seeker",2021-01-04,"20ff0a77-16d3-5d1c-bf45-aabc012a36dc",NA,NA,1,NA,TRUE,"FALSE",NA,NA,NA,NA
19261396,"2021-11-03","TRUE",NA,"2021-11-19",67279,"babysitter",TRUE,1,"Account::Provider",2021-11-19,"3479ba53-2c72-52fa-bfe6-bc6049baaf8b",8,6,0,NA,FALSE,"FALSE",2021-11-03,2021-11-04,NA,NA
19031420,"2021-07-27","TRUE",NA,"2021-09-11",64103,NA,TRUE,1,"Account::Seeker",2021-09-11,"aa032c08-88d5-5c5a-b41f-3e8e93815e8c",64,53,8,NA,FALSE,"FALSE",2021-07-29,2021-07-30,NA,NA
18968417,"2021-07-01","TRUE",NA,"2021-08-01",47416,NA,TRUE,1,"Account::Seeker",2021-08-01,"ad2626bb-71e2-5c7f-b2ee-09604a03f3ef",2,2,0,NA,FALSE,"FALSE",NA,NA,NA,NA
19121081,"2021-08-29","TRUE",NA,"2021-09-26",70524,"babysitter",TRUE,1,"Account::Provider",2021-09-26,"30ff7b13-a40e-5ccb-8c71-b9dbbdc697f3",NA,NA,NA,NA,FALSE,"FALSE",2021-08-29,2021-08-30,NA,NA
18991323,"2021-07-10","TRUE",NA,"2021-07-10",7898,"babysitter",TRUE,1,"Account::Provider",2021-07-10,"d0e9fb30-908a-5e62-8b9e-b645c190ec74",1,0,NA,NA,FALSE,"FALSE",2021-07-10,2021-07-10,NA,NA
18588004,"2021-01-15","TRUE",NA,"2021-01-15",18592,NA,TRUE,1,"Account::Seeker",2021-01-15,"27b40e12-8d4b-5c69-ba1a-dbd0d5144c7a",NA,NA,NA,NA,TRUE,"FALSE",NA,NA,NA,NA
18791477,"2021-04-10","TRUE",NA,"2021-08-05",73968,NA,TRUE,1,"Account::Seeker",2021-08-05,"c75cec55-350b-5012-8304-e818e0928786",2,2,0,NA,FALSE,"FALSE",2021-04-10,2021-04-11,NA,NA
19212596,"2021-10-09","TRUE",NA,"2021-10-14",59253,"babysitter",TRUE,1,"Account::Provider",2021-10-14,"fecffed6-1a40-570b-83ae-4b5e351de31b",NA,NA,NA,NA,FALSE,"FALSE",2021-10-10,2021-10-10,NA,NA
19037240,"2021-07-29","TRUE",NA,"2021-07-30",76685,NA,TRUE,1,"Account::Seeker",2021-07-30,"9fb580f0-c843-5e73-a9d5-22acc6610d07",NA,NA,0,NA,FALSE,"FALSE",NA,NA,NA,NA
18956912,"2021-06-27","TRUE",NA,"2021-07-12",27579,"nanny",TRUE,1,"Account::Provider",2021-07-12,"93967e42-fde4-5142-a27d-005af65392ce",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19017717,"2021-07-21","TRUE",NA,"2021-07-21",48048,"babysitter",TRUE,1,"Account::Provider",2021-07-21,"fd8c57bc-6c57-5909-a569-2249146bc83b",NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA
19048187,"2021-08-02","TRUE",NA,"2021-08-03",78326,"babysitter",TRUE,1,"Account::Provider",2021-08-03,"4e331d63-51ae-54a8-b038-cf981c8cbbd0",NA,NA,NA,NA,FALSE,"FALSE",2021-08-02,NA,NA,NA
18879325,"2021-05-24","TRUE",NA,"2021-05-24",7241,NA,TRUE,1,"Account::Seeker",2021-05-24,"395cff77-6cf5-5b89-859a-bc25e8063476",NA,NA,NA,NA,TRUE,"FALSE",NA,NA,NA,NA
18778002,"2021-04-04","TRUE",NA,"2021-09-19",67705,"nanny",TRUE,1,"Account::Provider",2021-09-19,"4d60df5a-a06d-5760-bd50-2c2bf2b70c5e",27,17,0,NA,FALSE,"FALSE",2021-04-04,2021-04-04,2021-04-05,NA
18697187,"2021-02-28","TRUE",NA,"2021-03-16",52324,"nanny",TRUE,1,"Account::Provider",2021-03-16,"c2925d85-a03c-5157-a3b3-647d3158314d",7,7,0,NA,FALSE,"FALSE",2021-02-28,2021-02-28,2021-02-28,NA
