Sitters Member ID,Sitters User ID,Sitters Sitter Has Review (Yes / No),Sitters Average Rating,Sitters Total Number of Reviews
11723730,6e1d55e8-cd6c-535c-af8c-0b5da6fcf09b,No,,0
20119990,8998967d-2afa-5bbb-95c7-3077a2c1100f,No,,0
12205784,927b3e80-1db2-59fc-b2b3-632b20edb2c9,No,,0
18874599,cd88e29e-efaf-5067-99a0-860f1808f2a1,No,,0
19413641,5d7946de-d8c7-594f-ab35-0bfdae19e39f,No,,0
10007444,baf3c00a-b0bd-5b92-9a57-6c036d76c637,No,,0
19437232,6ef2223f-537c-5b3d-b831-9ecacc6f13f1,No,,0
16643311,c551be73-6b48-571f-bc52-13dbb726b793,No,,0
20524935,5e082f13-582f-5379-8399-07ec9d8a1695,No,,0
19677160,04b991fc-5d76-57a9-aead-b09782e4bd7c,No,,0
19979006,37bbbfb1-a1eb-573c-97e7-4a89a2b169b9,No,,0
20569163,9f294798-f829-5ff0-a8cf-64ace1e6ad68,No,,0
19581879,d05c712d-c6f9-522f-92bf-1aeaf493a919,No,,0
20110187,43563a71-6a56-5ec5-81e8-75ffcb482669,No,,0
19130420,2f19810e-8744-5cc1-9699-6c1358fac1b3,No,,0
17921743,e4d49145-5991-564a-a910-6e001b2f08d0,No,,0
18161748,7bd38dcf-f507-5bb7-9903-5352037125a6,No,,0
13607788,704a4681-d41b-5eb5-b2be-0c7b4264fe7c,No,,0
15834130,4ca778b9-4ad7-556a-8ac4-46d5d7875c4a,No,,0
19854465,0a255a9f-6439-56f0-9903-04abeb84ae56,No,,0
20479908,c4d65546-78ea-54c6-a83a-19f0029c7f99,No,,0
19693852,34ade0d9-c06b-55ae-8406-21bbdf797570,No,,0
16744515,452e0cf3-03bc-588a-b1dc-69110e614872,No,,0
18520728,1bce5a13-43d7-5716-b7b6-aea8abfa64ca,No,,0
19179766,cf507912-b871-52d2-87c7-844cdd4563df,No,,0
19331767,319df898-d0e6-5c62-9c0c-844ae00d54e8,No,,0
18137468,0a4ed7e5-3035-5ec1-8a80-18c1821d5cd9,No,,0
12321783,c8bb9a6b-0a77-5273-b0a1-aebe87d37460,Yes,3.00,1
19133892,0b0a337f-46a2-5e9c-babb-c69c511f22e8,No,,0
18645502,790d63bf-bfcf-5636-87e1-4786995eddd0,No,,0
19149456,7224b046-0be7-5e20-a733-053be1a06fa2,No,,0
19294005,e98521ea-c9aa-5594-9614-d30304cd7d65,No,,0
19436492,e1c1957c-b189-5935-ae94-638cc21fc7af,No,,0
20135957,253bd54d-060e-51c6-b0d4-8d0b81c8c5a0,No,,0
18666851,8882ae14-ebe9-5bfa-a6ea-e6ce273d013c,No,,0
17483770,350af25b-9094-539a-95b3-01374f122dfa,No,,0
11576229,e9a303ed-b66a-5ce3-83a8-180b58d465a8,No,,0
19843752,05e91fc8-978e-55bb-bc23-a2d5b1490852,No,,0
12960542,547eb736-a42b-52e2-8d94-8cb21a5ad46a,No,,0
17445761,1bdf26e5-982f-588e-86f7-cdc4eaf77f21,No,,0
18304496,99bc71a8-a6e9-59ed-96d6-e1599a79558e,No,,0
17392833,486bca7d-f3dd-5661-8e4a-9c173f557231,No,,0
19003915,9e18f7e5-6ccb-5925-ade8-e94908abb473,No,,0
12425636,5fe7d158-6e96-584d-9ab5-4af25baa2d32,Yes,1.00,3
17791608,18220e4b-28eb-5722-b5fe-8c53e3f1526f,No,,0
19511313,0043d299-62ba-522b-b663-8319ce1aebb3,No,,0
18798374,c51b7c68-266b-57b8-8cbf-fdd545bdd4ce,No,,0
17089503,e9cbc51d-8296-5862-befd-ab0c1d5be95a,No,,0
12575641,146ecdef-25b1-5715-975b-5da24fecf9fe,No,,0
20554908,aa8e1aa1-5aa7-5784-933d-2da8e8af23c3,No,,0
18594264,efad35d3-7be3-51c5-9027-eb47632b740f,No,,0
19694662,3ff03f69-4ab0-5156-84ef-e93f697f1c70,No,,0
19082851,7da4b15f-4354-51a9-b8d5-b6798be24d83,No,,0
19628119,0b975070-7e00-5a5d-958f-65812b20c75f,No,,0
20491026,aa1e4b5b-6da4-54ea-bb7b-be04e78ba8c6,Yes,5.00,1
17788234,a76cd49b-036c-5938-a06b-9d39207ff8fc,No,,0
10033789,8ccb7704-3d6a-5819-822e-a15caf046ebc,No,,0
15122726,8cee121d-601e-5a57-aaff-94630682ff49,No,,0
17422753,09cd78df-5f9a-538a-9522-c7547c10c673,No,,0
12487147,64ee9a56-093e-597d-aba8-662bcb2d04ea,No,,0
19588600,569c4d5f-b970-5aeb-983b-a10865f3df52,No,,0
11959676,80f192a4-931a-5eb3-a26b-301f195ab7f3,No,,0
15230495,7fe6c98c-74f1-503a-98cc-826c4696d85d,No,,0
13075510,7b58877b-7908-51f8-a2f6-46b4999a5c89,No,,0
19403740,5c1d630c-c5b8-5e2a-ab02-7dcc8026323a,No,,0
19413965,85f3f31b-9db2-53de-8c7f-683305d7edd5,No,,0
20097943,fd4664b7-538d-5146-95bf-47568b535ba1,No,,0
18819005,8f231660-1f3f-5375-842d-dd4173ac2972,No,,0
20307345,ba06af6d-8581-5daa-aa03-87c6f0c90b27,No,,0
20543967,e2bd46a6-56c4-5591-975d-7619277b75fd,No,,0
16939001,f641d76c-ae47-5bb0-8348-73fd37078d02,No,,0
18865048,e595deb3-4139-5d4a-99f8-83bb9b06d93d,No,,0
19087232,65550926-f440-54af-99e0-9e3be9b45d51,No,,0
12680472,7a5d24cd-86de-583d-a246-4720f7212145,No,,0
16628566,33f97733-bf6d-5571-bcfa-425453bb8842,No,,0
13711776,affced14-5294-505d-b752-352d3934c0ac,No,,0
19205167,cfc667f9-7246-50b9-b5c2-1a6cbd04df68,No,,0
19730145,8bc3de0f-ce03-5200-a254-5ac1ecd7f1d2,No,,0
10910757,15061626-5d0e-52d3-8136-658cb02a735d,No,,0
18958879,7008e362-6408-59cc-83d5-7b5fc0303be6,No,,0
14348257,0a50032c-0e42-5087-b8ca-553c415d79ff,No,,0
19605133,d2800053-9655-5089-9efe-2eb4c3748d8e,No,,0
18184701,2df6c8c1-6d2a-5616-861b-8220434ff795,No,,0
15972708,12d71efe-e252-5b81-89c2-372980c078a5,No,,0
19390236,af1c1a21-1389-5b11-b8f9-1b7e3b908988,No,,0
19535479,2fbdcec1-498c-5961-bd3c-3a455e4eedd2,No,,0
19936613,60d7c4bf-d382-57ca-a705-bacf22356aec,No,,0
11105443,a6600b00-d066-5480-8182-79e58d7c59d1,No,,0
12039836,f4c8427b-2ac2-5e1b-aea3-fe3eefb5cd8f,No,,0
16311718,50962756-c4ee-52cb-979d-7b2778b68ce6,Yes,5.00,1
20381576,a7f221a9-4abd-58e9-a1d1-96efc8d1b30d,No,,0
19883183,8e3a297d-5b72-55e4-b498-f1f271109e42,No,,0
18731483,62c4c9a3-e0b1-547d-b881-26724a520e61,No,,0
19909417,a4921fda-d139-53e5-a94a-dece854cc3ce,No,,0
19656414,c2982e67-4367-5fb2-9470-decd963ffe08,No,,0
14879807,87bfe073-3993-5f06-bf12-94d6f0f8978f,No,,0
18669686,26b5a435-8eb7-51f4-8e81-ad1c7bfcd1df,No,,0
18485337,934372bf-707f-5ad0-9aac-00da4e78ec67,No,,0
17660333,d8521d70-76ca-5b3b-be5b-969f577b19f8,No,,0
20325577,23cecd55-aeb0-5217-9212-090bbca961a8,No,,0
13051784,a0e7b0b7-962b-5e88-9d3a-a1b1a7be5452,No,,0
18157458,4f35bd07-bbc2-5d43-96c7-3073bc6743b1,No,,0
12060648,d62d950f-f95b-515e-8819-9ba97111e210,Yes,1.00,1
18001841,0ce6634e-aee5-5f61-83c0-e5828c3ad36a,No,,0
17936246,3ab882b9-5389-53e8-ad32-e02086b18b4e,No,,0
18925797,f0830e8f-b33a-50e2-8f10-87226acd6dbe,No,,0
20336164,9372254c-745d-5d05-85f8-9c12565d9569,No,,0
17302439,c69f82a7-e575-548c-8475-d5b504368129,No,,0
19081373,ad88dcda-94db-5ce3-83bf-2e5979f57fc1,No,,0
19729944,abca5125-1ae2-5df6-968c-2588ef3daa00,No,,0
16169870,e73547aa-6582-54dc-a00c-d1e86af30a76,No,,0
16465704,60d6b1f0-f33f-59c5-a3be-3bc343270034,No,,0
20176755,2e546300-bda2-5aca-b60f-cf46192057c8,No,,0
20046913,e47d7115-161c-5a26-927d-097efc2a7bc9,No,,0
19752931,1ff0d592-0e05-5f49-bf0b-df4413003a8d,No,,0
20562157,b343336d-0065-5b23-a418-a195f5a72ae7,No,,0
19836239,5bc9527a-49bf-5b43-894f-86de24fdd78f,No,,0
19244957,49c404a0-089c-5198-9367-323e08ea1bd7,No,,0
19946964,9202227a-ac67-5ff9-a533-24cac78081cd,No,,0
10104035,3c6021df-d002-58dc-a411-c31fb95a6900,No,,0
16987442,0368a55a-5e23-590a-9850-7e16a375906f,Yes,5.00,1
13145947,35453e88-9e39-5849-b8dd-d8890a5f6500,No,,0
13792322,3a306443-ce7a-5a6d-b074-168be71f1076,Yes,5.00,1
19172784,285cd6ba-cfd7-56b4-90d4-ac846a2317ac,No,,0
16828281,78cc12e8-7a06-5fb9-8060-ca04116b9d96,Yes,1.00,1
20248422,3e1ff2e8-162d-5a1e-b1cb-584bb5ea62d9,No,,0
19119205,d16d6e94-87d7-55d4-bdb8-1f9b378fe12f,No,,0
17469985,d11b58c3-275c-5a62-ad7f-daba5f49550a,No,,0
11530271,6cdf6487-8cb1-5acd-bbec-135db4c30d51,No,,0
20586003,c9997fdd-8460-5fbb-b354-fbb9ecbc6934,No,,0
17886544,8b4feab0-3ce7-5f59-b436-2a6cad1da1a8,No,,0
19036712,d5c8bd3b-245e-572c-9a20-c8f4864b61bb,No,,0
16721440,80c75cfd-e451-5c2b-8b6a-917653d80a05,No,,0
18352411,9ecddcfc-2e20-550e-9fa0-536df836456a,No,,0
10833063,90cd90dc-a52d-598b-b865-cb2ed01f6833,No,,0
18528459,4daed572-355c-5f26-bf30-eff713a5f5ff,No,,0
19925423,db3598bf-408e-5580-8b7b-f2cd5cd6d79c,No,,0
18316754,548bcd05-1ba4-5fe2-b2d1-a83115ac6ef3,No,,0
15741265,3dd06c85-c704-5568-b141-b0ed3b89f61e,No,,0
16825089,59575188-05c0-5497-95d8-7aea088dc53e,No,,0
19638786,3642cc16-04d8-51db-b0d4-9a7380f812f7,No,,0
16512507,4275906c-5519-5988-854a-348ab6d40452,No,,0
14715648,fe56d6cf-1c6f-56a9-bba5-e0d28c817c3d,No,,0
19311363,649283d9-afb9-5c49-8f87-f76a0c992692,No,,0
16724049,03790cd9-2856-5505-a887-e3018d7d2498,No,,0
13666459,dfef00fe-de60-5968-9f1c-25ed5f38bb0a,No,,0
20406483,a30c2245-ea4d-5542-b161-91f1277ae94a,No,,0
18115441,bf59d2b9-0418-5d76-8978-f2be0ae51487,No,,0
17801230,cf9a7758-a581-56cd-b057-52f210b3dc43,No,,0
17977602,43f308bb-28b8-5a9a-be0f-affb5dca0e72,No,,0
10616422,1f01edcd-e06c-56fa-acc4-719162eef7a2,No,,0
17834169,88c815f5-6c9b-53b5-b217-4715d5554d85,No,,0
20406067,48eda194-e591-5c36-8632-fe456dd94c64,No,,0
18010449,03a489d8-5be2-5435-a987-dc567ad4c7d6,No,,0
18707439,82a93a34-fc73-5832-8c9e-4540b7177961,No,,0
19278748,6bfbb059-0849-538d-9d78-78a0a7bb44fa,No,,0
19045906,1bc4e05a-9e5e-5dfe-8c7f-7c5582e4ee21,No,,0
13191798,f6dfc98b-c2bb-5d55-8bd5-86cf833c3546,No,,0
19278027,b1641aa0-c1b8-5fba-afb9-3bf670bf3541,No,,0
17483565,1a3d4cbf-299b-5b1b-9eec-213f15a9ad2a,No,,0
16732108,7ab103cc-3725-5be1-977d-05f48a3f21ef,No,,0
19626830,f79b44d1-e560-5c98-b76b-de3b3890052d,No,,0
19047984,9cbe857a-9453-57f2-ae2d-262f7c0f65de,No,,0
19401688,20e37973-d588-55de-8b77-9e544b26d13a,No,,0
18269094,2df75527-7f4d-572d-8dde-2e866a071e12,No,,0
17936207,50d15040-48bc-594b-b224-4bcdfcf51ed4,No,,0
18765162,aa8cca95-b9fd-53a3-afa8-d8ed8e406b5a,No,,0
20555740,eee0f91b-4703-5f85-8ec1-5cb5ac8b3930,No,,0
19683664,6d03b584-1d0e-5e9b-80cd-db5b07df9aec,No,,0
15590952,6bac032a-72c7-57c1-ae5c-d0d90d7c63d0,No,,0
19132919,c9af5747-c3a5-555e-96fa-660c32a12492,No,,0
20443762,5d125385-69e8-5fed-9d49-5d3abc868d4d,No,,0
16704788,46d4691c-359e-5aee-9b5d-b6fe1f0346c4,No,,0
19333984,8fdeabe0-5fb4-5e30-b390-c9defda047d6,No,,0
19193585,5f6ecb5f-cb94-5ade-b702-d2cde3c364be,No,,0
18019655,20fd5811-1243-5c41-ad9c-0a44ae76e7fd,No,,0
19686773,fc358907-ae3e-575e-a9b3-b67391905e01,No,,0
17535501,acc116c7-bdb1-5149-b343-d5fef5cee264,No,,0
20242347,e5008e34-221e-5332-9bc0-d2ee301fa304,No,,0
19194826,8c4552f9-e0cd-55be-8bf3-d6768520a250,No,,0
20518343,43da748e-570a-5086-8f97-8eab69f0c5e0,No,,0
19626861,2747cda8-a98c-59db-8165-ba6dd259a8f4,No,,0
16607342,e0cff1c6-b9b7-57b5-b18e-1bdcb52be00b,No,,0
20277292,1a7f0b30-8919-5dfd-8ee5-2620995c38c6,No,,0
20484309,be15470b-1f47-539a-8d94-685167b18214,No,,0
16227369,6e5abf57-811e-5800-bf87-df4fae92ec2d,No,,0
19196118,4ce2f79b-5c9e-5bb7-91f3-e4f6ac230185,No,,0
18912851,8c5808d8-442b-504a-83f9-46bce3fb4deb,No,,0
17973765,c0674f63-14c8-5d2a-9ee7-ce11b5e3a46c,No,,0
18914063,3059e53b-5e11-5848-8c28-562c2bdc9ebb,No,,0
20282688,f0c0a411-26ea-5176-a2ca-b32011085e49,No,,0
19768547,7ac1d36c-805f-581e-88ba-a9e8c3cff8a9,No,,0
14786881,fed67beb-b8d8-504d-a3a0-741349fb05ca,No,,0
17534960,78bd909b-8349-542b-81c4-6e0607901a87,No,,0
16331612,e16a6668-e92d-5214-bf65-999fd898d521,No,,0
19110850,237dbd54-e099-5433-80cb-f87f23beedb7,No,,0
20197979,0d7ddc86-7863-5a1c-a61e-fff017fe9aa9,No,,0
12181910,4009082f-6e7e-5be1-935b-6579f7891533,No,,0
19141525,cf166057-d4da-53b9-a1c9-28e69e80ad58,No,,0
19847100,a947e934-d0c1-5c38-b852-f3a4d0e480b8,No,,0
18073641,9ced3605-ad3e-506a-bd3f-b85363dc81ac,No,,0
20384158,d1c49dd3-f99d-5694-9c7c-d91526b887e1,No,,0
17140020,fbcd069e-d9c4-537e-bb54-df22b61ecc38,No,,0
15863854,8ca924d5-d01c-5b6e-8f84-39d0eb9fd3b3,No,,0
17909842,c70c118e-3d7a-52f9-9284-68cfade5fd1c,No,,0
13684425,a26e46c3-a3ab-560c-87a3-2a7b3d5df714,No,,0
20308483,62a443b2-cce6-58ff-b8f7-da2c9ce30944,No,,0
16679261,882db5f8-039a-58a5-99ef-bd74109d8a02,No,,0
12845231,68f94b6a-b63c-5222-80d6-5476d021823f,Yes,5.00,2
10446334,8f9e2934-5bfe-5a20-b88b-c88073b861b7,Yes,5.00,1
19419386,624974cc-07ee-554e-9162-d0e0ad3df22e,No,,0
17215053,a53db7e0-e443-5220-8179-6f3dcd4ea1b1,No,,0
17685231,9552b8ea-dd9c-55fe-be23-021f243ed002,Yes,5.00,1
20203523,86bfda2e-7c4f-50a9-bb88-27f96b00a03d,No,,0
19043281,e18aaa85-1cc6-5e38-bb95-a2009fd02986,No,,0
16973620,a7074fd2-b5e0-58e1-99fe-9ce1a22d64d0,No,,0
18256872,e8bdb427-b31b-544b-ad7a-1c6ddd3b53d9,No,,0
19815568,a11d1253-7d6d-526b-bfaa-7fe05ab81c20,No,,0
19024719,e7985b72-d8e5-59d5-b528-f126493a8ee3,No,,0
15188532,c98140d9-304e-5324-857c-901d917c420b,No,,0
18729647,0852e865-c2c7-58fd-bd8e-8353104e8217,No,,0
15746693,6853419c-a58c-5777-87be-868599027b36,No,,0
15595693,b79df0ef-ef04-585d-8c4f-82c3ca0a785f,No,,0
11732638,498d46e0-06c7-507b-be5b-fb55e4292f48,No,,0
20262335,584b687a-ce53-59f2-82b2-e72128d9076f,No,,0
19051839,44e0dbdc-8be9-5f6f-9a50-ca8408958a78,No,,0
18753975,8a3af28d-af5a-5f0b-8b90-fe2139bbf51e,No,,0
19717320,8cb34db5-837e-5457-9c9a-aa5e3cdf425e,No,,0
18890030,d13eafff-d967-531e-b941-fee77957c2af,No,,0
20052328,3590c0e5-a1d5-5b1e-bb79-1f3d9f52a42e,No,,0
20523651,510763c8-ff65-5c60-b811-fd3ea7745c1d,No,,0
19083348,0c63b0e6-dc80-5818-82db-a50900d7be57,No,,0
20184752,0ab9a712-3c03-50bc-ac53-646fb9d9355b,No,,0
16772973,85471cf5-c909-5a07-b9a0-fded817def27,No,,0
20581805,9fc4f533-da2d-514d-9d02-f8321056743e,No,,0
18773356,a52a2a37-07b0-54fc-b1c0-f98cfbe967cd,No,,0
20273667,ed37d3fa-ad73-54d5-9651-e5932bd50faa,No,,0
19404287,8c1b35b0-5b38-5d05-99cc-2a2fd59b529f,No,,0
20079427,2111409b-baf8-5044-917d-9e10d7ccb158,No,,0
11332722,2d886e67-0297-5543-a9d4-32751510e53b,No,,0
19873490,b9f83f6c-a35d-5adc-9b1e-c7a15e5ff346,No,,0
18574291,94fefc54-ad27-5c62-a1da-a4755bb87bfb,No,,0
16018603,61256da4-fe3a-5535-8178-87c5213cc7ed,No,,0
19155165,8ab0c6be-7bd4-5b09-b46f-c880b57eb12d,No,,0
13410221,fee5e8a7-e171-5b09-9883-366f94206426,No,,0
20547643,ee8657ae-b48a-53e3-9c6a-50b33cb4b0ab,No,,0
18958869,4a185dd3-e5ba-5013-86f3-a3c223418d9a,No,,0
18843711,9cb94bcf-4399-5f1f-b9b1-799831706f25,No,,0
19772751,b773ff8a-0ce5-5fcc-801d-c372af275237,No,,0
16432053,88d02f0c-37d7-53fa-9a13-faea4c2dfda9,No,,0
13576890,912605e6-67ce-571d-b26f-c1b0049474d2,Yes,5.00,1
19833333,b3fcbfc3-ae97-55e8-9662-c0df2076397b,No,,0
19386931,b09ecb98-6585-5efe-a48b-3755317e921a,No,,0
19144202,ca6b9583-bd6a-56db-aa55-19ca90bdde3c,No,,0
18559963,7aeef20b-4310-5378-86ea-c3edc5ec83ef,No,,0
18731377,04b71fcf-fae7-5681-b696-d6068c0ba490,No,,0
18259346,320ab014-9fb0-5d84-8ffb-416d336047a2,No,,0
18336992,f925e72b-10db-5d02-9be4-79a050dbddaa,No,,0
10616993,d8552318-4f71-50fe-bede-aab2a7ae26f6,No,,0
20482763,7bb506cc-8ba3-5146-be50-b33d2ad37980,No,,0
19224734,528398f7-3f0a-546e-9180-ab84174fa77b,No,,0
15094163,ddef8461-5d60-5457-8db1-f0b17e6eb720,No,,0
14846383,72a78119-298f-5392-a2a5-e8aa60ae9c0f,Yes,5.00,1
19496330,69c0d990-f5e7-5062-b90c-7b9b9ebfd1de,No,,0
11477485,0347e098-a480-59a3-a390-1cc4ce6c8b78,No,,0
20394538,07c0c03b-8a5b-5712-84eb-e06e38d3ffcd,No,,0
